"Species","SFI.x","SFI.y","STI","sd_STI","SSI"
"Acanthis flammea",0.912504822942936,0.292356377872154,5.70297027605234,3.52734051891674,1.46
"Accipiter nisus",0.96021332963563,0.545404043844275,9.76478922492969,3.7838870884204,2.07
"Acrocephalus arundinaceus",0.918105648371967,0.20584752549048,11.1192696441077,3.06915522461109,NA
"Acrocephalus palustris",0.888410282637982,0.293261346125482,9.06888154992135,2.66238855183502,2.64
"Acrocephalus schoenobaenus",0.886842775945826,0.00835439074259745,8.41184838664555,3.32722868171433,NA
"Acrocephalus scirpaceus",0.886707820135089,0.0982361307778441,11.1091433532727,3.19708219774191,NA
"Actitis hypoleucos",0.921076808903763,0.508544030896083,8.16762517064192,3.91214565420382,NA
"Aegithalos caudatus",1.13014370095659,0.494860278454629,10.123780877695,3.51720997677979,2.07
"Alauda arvensis",0.963095417205831,0.243778987190596,9.62327274856677,3.33936634810471,2.64
"Alcedo atthis",0.960773543361116,0.606965496636177,10.8402481934078,2.69183340277876,NA
"Alectoris rufa",0.91702855119629,0.402991956650128,13.1221313344578,2.72091958256208,2.07
"Anas platyrhynchos",1.62005016192399,0.448888054685596,9.34457148961049,4.09062500710791,NA
"Anthus campestris",0.922443081112324,0.131853936984101,12.0510841071819,2.68870798586314,3.87
"Anthus pratensis",0.910944805826362,0.11015828841094,7.22261023695723,3.40068734416385,2.07
"Anthus trivialis",0.880759270835158,0.146313401831835,8.46297325335111,3.49341843736391,1.72
"Apus apus",0.951471301501316,0.402310558940099,9.9954815366019,3.98030505469225,2.64
"Ardea cinerea",1.10172101684196,0.742368068003724,10.1197248872908,3.08890226316268,NA
"Bombycilla garrulus",0.911460633280643,0.224183753318841,2.87608900154421,1.73391294739978,3.87
"Bubulcus ibis",0.95625394143,0.546031178886737,14.389791964732,2.40967048639019,NA
"Burhinus oedicnemus",1.06060291702178,0.402026481055655,14.1198252805338,2.4449090807221,2.64
"Buteo buteo",0.96021332963563,0.750831473023568,10.1535141094974,3.677791065505,2.07
"Calandrella brachydactyla",0.907181345105499,0.0631221547177293,13.7973264336822,2.5469817019669,3.87
"Calcarius lapponicus",1.07300469237021,0.521207594631959,1.04634257494828,1.82014272407054,3.87
"Carduelis carduelis",0.962207175932971,0.560657288835754,10.6291253306943,3.41980143128005,2.07
"Carduelis citrinella",1.07300469237021,0.397890203473657,9.69425288489609,3.43462976523695,2.07
"Carpodacus erythrinus",0.889648055243456,0.414426611098301,7.45150137766188,2.84663474229614,2.64
"Cecropis daurica",0.957123815153044,0.52016793572191,14.2684555374775,2.48075449011183,3.87
"Certhia brachydactyla",0.87905227510337,0.058155886734078,12.3087006544204,2.83249315028098,2.07
"Certhia familiaris",0.948525999196029,0.055188001635717,8.54334138944238,2.99221641049435,2.64
"Cettia cetti",0.890370886215274,0.328765859731813,13.3350452988527,2.81822532403571,NA
"Chloris chloris",0.919061956745654,0.656344664443479,9.97224761572881,4.00597143852747,1.46
"Chroicocephalus ridibundus",1.10022523794993,0.65933181231135,8.35760565947837,3.5866032831535,NA
"Ciconia ciconia",1.10195461576011,0.678568333370592,11.0561393027405,2.8574990436084,NA
"Circus aeruginosus",0.962207175932971,0.826527290035147,10.1102145332556,3.20964654540077,NA
"Cisticola juncidis",1.25885619781813,0.388546386782329,14.5912708415521,2.3094454670261,NA
"Clamator glandarius",0.880576842960227,0.00222294295040828,14.6537421385331,2.514875059954,2.07
"Coccothraustes coccothraustes",0.919989406689056,0.554319988485988,10.0849714693321,3.08620181166358,3.87
"Coloeus monedula",1.50973066779242,0.594699506558384,10.1887463172823,3.53205852731475,2.64
"Columba oenas",1.09928193433249,1,9.7443282675819,2.73507048815522,2.07
"Columba palumbus",0.959642064827888,0.56639425553923,9.71646461205293,3.85906539914577,1.72
"Corvus corax",1.10212554599023,0.380949165270668,9.33898741747539,4.23254134095917,2.07
"Corvus cornix",1.10139461637287,0.604612599211914,9.56091697701302,4.09058443184276,2.64
"Corvus corone",1.10139461637287,0.61283321099248,9.56091697701302,4.09058443184276,2.64
"Corvus frugilegus",1.09928193433249,0.729057112237108,9.83149969680305,2.35918818411247,1.72
"Cuculus canorus",1.2587629125329,0.237570254899581,9.51171697896862,4.03894900664603,1.11
"Curruca cantillans",1.35204552089903,0.225261142558832,14.3759107071088,2.5760400000643,2.07
"Curruca communis",0.888771841299991,0.129184799597854,9.64498704806372,3.39773961099034,2.64
"Curruca curruca",0.886707820135089,0.107296312813702,8.95239483580971,3.32957648883577,2.64
"Curruca hortensis",0.911460633280643,0.209755945897179,14.2280394434411,2.79808591891536,2.07
"Curruca melanocephala",0.915268644224436,0.198978296513178,14.8302525504707,2.40447369376929,3.87
"Curruca nisoria",0.890370886215274,0.375862278066365,9.99948251874309,2.20271174160124,3.87
"Curruca undata",0.915632548807501,0.201654404241029,14.0639537163126,2.3672856487016,2.64
"Cyanistes caeruleus",0.893071117439253,0.200368557758709,9.94934018782639,3.82849428786128,2.07
"Cyanopica cyanus",0.893811581192688,0.480594418503699,NA,NA,NA
"Cygnus olor",0.918140926836442,0.509242083760657,10.1341097970045,2.4982244341531,NA
"Delichon urbicum",0.951471301501316,0.401920837206092,9.93351990344343,3.98515346268271,2.64
"Dendrocopos major",0.948525999196029,0.236787688689591,9.42869977744561,3.85727946130971,2.07
"Dendrocopos syriacus",0.949224914684083,0.274459206123859,11.577340838015,2.21694900340874,NA
"Dendrocoptes medius",0.960259815912321,0.226031588631119,10.7335762351507,2.15232101117212,2.64
"Dryobates minor",0.9042658363446,0.139679847185554,9.46848766351252,3.58512932391791,2.64
"Dryocopus martius",0.882204320377412,0.14071221042752,8.48667223210155,3.37061272608952,2.64
"Egretta garzetta",1.10172101684196,0.755901526385524,13.1160051896013,2.40911703618653,NA
"Emberiza calandra",0.889648055243456,0.242669187564855,12.0650343502649,2.81250310261207,3.87
"Emberiza cia",0.910863747533905,0.163435686797415,12.1694369672611,3.32122119389307,2.64
"Emberiza cirlus",0.90297112353,0.0387838510568548,13.3761583165041,2.74081732348897,2.64
"Emberiza citrinella",0.907722141560498,0.109469445004918,8.63240569790389,3.31363770158815,2.07
"Emberiza hortulana",0.927420972240705,0.52918194135607,10.415497481228,3.16450706812122,2.07
"Emberiza melanocephala",0.918018941031945,0.259300559326762,12.6533554766667,2.74700590293023,3.87
"Emberiza rustica",0.887263121529082,0.252145420946687,3.35044096834097,1.6869959174407,NA
"Emberiza schoeniclus",0.959544191149205,0.107302170784492,8.25519631296045,3.60466750373299,NA
"Erithacus rubecula",0.883257920104855,0.0922292254923151,9.37632585677131,3.98689200641371,1.72
"Falco tinnunculus",1.10726695667763,0.984166271188404,10.0112027725746,4.09691249951877,2.07
"Ficedula albicollis",0.921480301165703,0.215677322073414,10.2335601727851,1.81469220149461,3.87
"Ficedula hypoleuca",0.918105648371967,0.232852086880104,7.19995075486392,3.25418345683233,2.07
"Fringilla coelebs",0.906081058979277,0.181029021567859,9.65431321044569,4.07322061612549,2.07
"Fringilla montifringilla",1.07127105001185,0.203787048247206,3.56018694005484,2.22929249442389,2.64
"Fulica atra",1.05958635251366,0.481629557109854,10.6298488126298,3.33022844051651,NA
"Galerida cristata",0.933329998195375,0.181904005187568,12.4408684307205,2.65262846257411,2.64
"Galerida theklae",0.933329998195375,0.182573693427697,15.149674281345,2.27087905972964,2.64
"Gallinago gallinago",1.0359543883796,0.486119066630934,7.01522375957204,3.25272547377947,NA
"Gallinula chloropus",0.881091478206609,0.421301826612322,11.0383145723693,3.14130610946863,NA
"Garrulus glandarius",0.933805705606268,0.265756977729714,9.97620707781592,3.72901993236375,2.64
"Grus grus",1.06043696916787,0.411720634426541,6.7816914298716,3.05514848444299,NA
"Haematopus ostralegus",1.05947529382958,0.291123087081131,7.7942160707849,3.66714206830497,NA
"Hippolais icterina",0.880339874700853,0.00645838098761871,8.27020776015971,2.93946984630884,2.07
"Hippolais polyglotta",0.879819761583644,0.00784449284167749,13.0923209688893,2.74578551329522,2.07
"Hirundo rustica",1.03453838962148,0.327854075165628,9.88892856329258,3.9740778144388,2.64
"Iduna pallida",0.890120126453687,0.258741580698268,13.2448286537982,2.81465837858386,2.64
"Jynx torquilla",1.10659938510467,0.25298404706786,9.47701610932014,3.77701256218435,2.64
"Lanius collurio",0.9042658363446,0.15839546937229,9.86049685783472,3.29753529841002,3.87
"Lanius minor",1.07127105001185,0.352462643638501,11.7277074064539,2.30419868767528,2.64
"Lanius senator",0.880570774990475,0.0471984185479308,14.1312039624921,2.54541106001762,2.64
"Limosa limosa",1.06058675005088,0.578857771731286,7.88548400950462,2.68589941343,NA
"Linaria cannabina",0.918018941031945,0.54462167169603,10.6142996802071,3.31741086313688,2.07
"Locustella fluviatilis",0.917177614498618,0.0479302959249203,8.47258605175389,2.34230034814499,1.72
"Locustella naevia",0.888008177809929,0.173448318689339,8.8510738596862,2.46444016739611,2.07
"Lophophanes cristatus",0.892564290118568,0.0979799068447057,9.17346710513062,3.64358774182628,2.64
"Lullula arborea",0.887538138112543,0.0707471390000334,10.9086155077563,3.21090607287831,2.07
"Luscinia luscinia",0.888008177809929,0.154835489649767,8.23045388393884,2.356376333163,2.64
"Luscinia megarhynchos",0.922443081112324,0.146313401831835,12.4299877319875,2.74767827778595,2.64
"Luscinia svecica",0.902603174024703,0.151580314844291,7.9575134000087,3.61995366786027,NA
"Lyrurus tetrix",1.2587629125329,0.783537211436113,5.94090386221885,2.6504044504682,2.07
"Melanocorypha calandra",0.921076808903763,0.271150802596361,13.199197543846,2.60463309229454,3.87
"Merops apiaster",0.95625394143,0.598514016253683,12.0607714223144,2.8481972977516,2.07
"Motacilla alba",0.96188859268179,0.387701834560038,9.36476192830092,4.13849616549032,2.07
"Motacilla cinerea",0.96188859268179,0.221431843134191,10.6579084011015,3.84439955584232,NA
"Motacilla flava",0.910122810724246,0.106300932178597,9.36752555087636,4.01794264747085,2.07
"Muscicapa striata",0.886842775945826,0.167734537880969,9.4761906066541,4.06720286602112,1.72
"Nucifraga caryocatactes",0.915268644224436,0.23804802071966,7.89740113103383,2.39404539132146,3.87
"Numenius arquata",1.06928057904096,0.592105452389625,6.9256074599201,3.25472819276802,NA
"Numenius phaeopus",1.05958635251366,0.315548859436651,3.5252966168984,2.22640086467532,NA
"Oenanthe hispanica",0.880339874700853,0.0333746417699278,13.6846662226497,2.96925635220331,2.07
"Oenanthe oenanthe",0.879819761583644,0.0284202207107703,8.90884541155647,3.98345845415493,1.72
"Oriolus oriolus",0.880570774990475,0.0911112655113141,10.6580479474635,3.11952024341892,2.64
"Parus major",0.892564290118568,0.202293134142998,9.71812931630982,4.09601588170768,1.72
"Passer domesticus",0.952410782061932,0.758880440616236,9.79265488789798,3.84283406307828,2.07
"Passer montanus",0.950553756723311,0.509712331480332,9.969409842825,3.66104640737934,2.07
"Perdix perdix",0.916752473352591,0.40839873902558,10.0282938840007,2.21540600524285,3.87
"Periparus ater",0.910944805826362,0.089152329558554,9.70829087585441,3.53545483176079,3.87
"Petronia petronia",1.25885619781813,0.436108341958232,13.0558927808195,3.20918358018446,1.72
"Phasianus colchicus",0.916752473352591,0.399741992230129,10.7841853074113,2.83263552256608,2.64
"Phoenicurus ochruros",0.91774091613448,0.304744701440375,10.5821143742711,3.0259224718309,2.64
"Phoenicurus phoenicurus",0.910122810724246,0.127541843294886,8.6754799485791,3.87148540646558,2.64
"Phylloscopus bonelli",0.907181345105499,0.0432345211646863,12.6272018585842,3.25357238558245,2.64
"Phylloscopus collybita",0.921480301165703,0.445362405646224,9.21536711958467,3.81267012996815,2.64
"Phylloscopus sibilatrix",0.917177614498618,0.0487606441501806,8.43836574741375,3.04421514944736,2.64
"Phylloscopus trochilus",0.92317037563656,0.426601646864372,7.45029455205272,3.32488603721913,1.46
"Pica pica",1.13267828545141,0.699262731573571,9.617405274807,4.02251332895061,1.72
"Picus canus",0.888771841299991,0.138737306329655,8.83160498459102,2.93855707635912,2.64
"Picus viridis",0.960259815912321,0.227986852041722,10.3275688697185,2.96676852572974,2.64
"Pluvialis apricaria",1.05947529382958,0.289594917517218,4.22962310319214,2.8222293527839,NA
"Podiceps cristatus",1.06928057904096,0.777384549379206,10.3575702259525,3.18038847735004,NA
"Poecile montanus",0.881792810768453,0.124348082168681,7.3058859663935,3.25747576422647,2.07
"Poecile palustris",0.93313125371488,0.220159015961899,10.0268689471106,2.52891047618731,3.87
"Prunella modularis",1.39966314099862,0.29069001773875,8.12096972489619,3.54262632854012,1.72
"Ptyonoprogne rupestris",1.03453838962148,0.448165006028107,12.5336130551804,3.53536851054422,3.87
"Pyrrhocorax pyrrhocorax",0.879327064990378,0.124348082168681,11.9321118431075,3.57458965754332,2.07
"Pyrrhula pyrrhula",0.962237606429124,0.666425685105907,7.87641647764121,3.51645053047305,2.64
"Regulus ignicapilla",1.12826719482798,0.238032593061069,11.4148006605329,2.8931702531884,NA
"Regulus regulus",1.12826719482798,0.281040108811402,8.19433256419378,3.4164360201855,3.87
"Saxicola rubetra",0.902603174024703,0.053109921766598,8.28839625199806,3.31673941707597,3.87
"Saxicola torquatus",0.907722141560498,0.190373091198355,11.5003196124776,2.98498665266474,3.87
"Serinus serinus",0.960785878886074,0.534098735496491,11.7683469164416,3.11530885509512,2.07
"Sitta europaea",0.93313125371488,0.110875789098264,10.1957277240989,3.17943615016597,2.64
"Spinus spinus",0.912504822942936,0.210914032706187,7.22280987910319,3.27890164582441,2.64
"Streptopelia decaocto",0.959642064827888,0.565811226007665,11.2037708265203,3.24876624824602,3.87
"Streptopelia turtur",1.62005016192399,0.804446555342156,11.5914337178493,3.02161140025265,3.87
"Sturnus unicolor",0.950388645171421,0.501303744420828,14.9993773100497,2.32025248486736,2.07
"Sturnus vulgaris",0.96176289384219,0.721362314255683,9.42178606967803,3.51711502517069,1.72
"Sylvia atricapilla",0.882204320377412,0.185113336705207,9.96902914288324,3.75430182965543,2.64
"Sylvia borin",0.881297395757417,0.229174068325167,8.42844643711827,3.39744162482652,2.07
"Tachybaptus ruficollis",1.06161621457478,0.501327934004552,11.4728893288075,2.98790723437397,NA
"Tadorna tadorna",0.950553756723311,0.360703472261333,10.7716490538502,3.65232675985434,NA
"Tetrastes bonasia",0.918394964987596,0.515289663087631,6.46006917217279,2.77486821663418,2.64
"Tetrax tetrax",0.918140926836442,0.458587351489238,14.0370248343044,2.43091117803508,3.87
"Tringa erythropus",1.80184388393188,0.878938909443136,1.67085790263037,1.40435691762278,NA
"Tringa glareola",1.06058675005088,0.588661810140923,4.55793782189753,2.7194918977929,NA
"Tringa nebularia",1.06129723792317,0.536297571475585,4.31024858271662,2.46811470755889,NA
"Tringa ochropus",1.10659938510467,0.480011070561069,6.75982359727888,2.90981292729851,NA
"Tringa totanus",1.07742828826942,0.836813676142836,8.28666322601304,3.88507505210669,NA
"Troglodytes troglodytes",0.96176289384219,0.508768710547094,9.58167113922586,3.9313947438919,2.07
"Turdus iliacus",0.90297112353,0.00194369083405493,5.14961101405905,2.70865746833349,1.72
"Turdus merula",0.883257920104855,0.242151051444697,9.94690209166961,3.90787360948962,1.46
"Turdus philomelos",0.88350722145708,0.180084523367633,8.83231383749563,3.7226169912675,1.46
"Turdus pilaris",1.45221808737947,0.294990344731372,7.05732448238642,3.18487009613855,2.07
"Turdus torquatus",0.887263121529082,0,6.73983642146443,3.93402599103757,2.07
"Turdus viscivorus",0.959544191149205,0.0374991639373552,9.26043314802271,3.98852218400027,2.64
"Upupa epops",0.87905227510337,0.17291212422464,11.7172589491119,3.07174491962083,2.64
"Vanellus vanellus",1.07188082476119,0.665505377700066,9.01959272449397,3.32134495761623,NA
